"","id","firstname","surname","year","category","affiliation","city","country","born_date","died_date","gender","born_city","born_country","born_country_code","died_city","died_country","died_country_code","overall_motivation","share","motivation","born_country_original","born_city_original","died_country_original","died_city_original","city_original","country_original"
"366",734,"Gao","Xingjian",2000,"Literature",NA,NA,NA,1940-01-04,NA,"male","Ganzhou","China","CN",NA,NA,NA,NA,1,"""for an &aelig;uvre of universal validity bitter insights and linguistic ingenuity which has opened new paths for the Chinese novel and drama""","China","Ganzhou",NA,NA,NA,NA
"367",738,"Eric","Cornell",2001,"Physics","University of Colorado JILA","Boulder CO","USA",1961-12-19,NA,"male","Palo Alto CA","USA","US",NA,NA,NA,NA,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""","USA","Palo Alto CA",NA,NA,"Boulder CO","USA"
"368",739,"Wolfgang","Ketterle",2001,"Physics","Massachusetts Institute of Technology (MIT)","Cambridge MA","USA",1957-10-21,NA,"male","Heidelberg","Germany","DE",NA,NA,NA,NA,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""","West Germany (now Germany)","Heidelberg",NA,NA,"Cambridge MA","USA"
"369",740,"Carl","Wieman",2001,"Physics","University of Colorado JILA","Boulder CO","USA",1951-03-26,NA,"male","Corvallis OR","USA","US",NA,NA,NA,NA,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""","USA","Corvallis OR",NA,NA,"Boulder CO","USA"
"370",747,"V. S.","Naipaul",2001,"Literature",NA,NA,NA,1932-08-17,2018-08-11,"male",NA,NA,NA,"London","United Kingdom","GB",NA,1,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",NA,NA,"United Kingdom","London",NA,NA
"371",748,"United Nations",NA,2001,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,2,"""for their work for a better organized and more peaceful world""",NA,NA,NA,NA,NA,NA
"372",749,"Kofi","Annan",2001,"Peace",NA,NA,NA,1938-04-08,2018-08-18,"male","Kumasi","Ghana","GH","Bern","Switzerland","CH",NA,2,"""for their work for a better organized and more peaceful world""","Gold Coast (now Ghana)","Kumasi","Switzerland","Bern",NA,NA
"373",753,"Raymond","Davis Jr.",2002,"Physics","University of Pennsylvania","Philadelphia PA","USA",1914-10-14,2006-05-31,"male","Washington DC","USA","US","Blue Point NY","USA","US",NA,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""","USA","Washington DC","USA","Blue Point NY","Philadelphia PA","USA"
"374",754,"Masatoshi","Koshiba",2002,"Physics","University of Tokyo","Tokyo","Japan",1926-09-19,NA,"male","Toyohashi","Japan","JP",NA,NA,NA,NA,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""","Japan","Toyohashi",NA,NA,"Tokyo","Japan"
"375",755,"Riccardo","Giacconi",2002,"Physics","Associated Universities Inc.","Washington DC","USA",1931-10-06,2018-12-16,"male","Genoa","Italy","IT","La Jolla CA","USA","US",NA,2,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""","Italy","Genoa","USA","La Jolla CA","Washington DC","USA"
"376",761,"Imre","Kertesz",2002,"Literature",NA,NA,NA,1929-11-09,2016-03-31,"male","Budapest","Hungary","HU","Budapest","Hungary","HU",NA,1,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""","Hungary","Budapest","Hungary","Budapest",NA,NA
"377",762,"Jimmy","Carter",2002,"Peace",NA,NA,NA,1924-10-01,NA,"male","Plains GA","USA","US",NA,NA,NA,NA,1,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""","USA","Plains GA",NA,NA,NA,NA
"378",763,"J. M.","Coetzee",2003,"Literature",NA,NA,NA,1940-02-09,NA,"male","Cape Town","South Africa","ZA",NA,NA,NA,NA,1,"""who in innumerable guises portrays the surprising involvement of the outsider""","South Africa","Cape Town",NA,NA,NA,NA
"379",766,"Alexei","Abrikosov",2003,"Physics","Argonne National Laboratory","Argonne IL","USA",1928-06-25,2017-03-29,"male","Moscow","Russia","RU",NA,NA,NA,NA,3,"""for pioneering contributions to the theory of superconductors and superfluids""","USSR (now Russia)","Moscow",NA,NA,"Argonne IL","USA"
"380",767,"Vitaly L.","Ginzburg",2003,"Physics","P.N. Lebedev Physical Institute","Moscow","Russia",1916-10-04,2009-11-08,"male","Moscow","Russia","RU",NA,NA,NA,NA,3,"""for pioneering contributions to the theory of superconductors and superfluids""","Russia","Moscow",NA,NA,"Moscow","Russia"
"381",768,"Anthony J.","Leggett",2003,"Physics","University of Illinois","Urbana IL","USA",1938-03-26,NA,"male","London","United Kingdom","GB",NA,NA,NA,NA,3,"""for pioneering contributions to the theory of superconductors and superfluids""","United Kingdom","London",NA,NA,"Urbana IL","USA"
"382",773,"Shirin","Ebadi",2003,"Peace",NA,NA,NA,1947-06-21,NA,"female","Hamadan","Iran","IR",NA,NA,NA,NA,1,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""","Iran","Hamadan",NA,NA,NA,NA
"383",776,"David J.","Gross",2004,"Physics","University of California Kavli Institute for Theoretical Physics","Santa Barbara CA","USA",1941-02-19,NA,"male","Washington DC","USA","US",NA,NA,NA,NA,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""","USA","Washington DC",NA,NA,"Santa Barbara CA","USA"
"384",777,"H. David","Politzer",2004,"Physics","California Institute of Technology (Caltech)","Pasadena CA","USA",1949-08-31,NA,"male","New York NY","USA","US",NA,NA,NA,NA,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""","USA","New York NY",NA,NA,"Pasadena CA","USA"
"385",778,"Frank","Wilczek",2004,"Physics","Massachusetts Institute of Technology (MIT)","Cambridge MA","USA",1951-05-15,NA,"male","New York NY","USA","US",NA,NA,NA,NA,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""","USA","New York NY",NA,NA,"Cambridge MA","USA"
"386",782,"Elfriede","Jelinek",2004,"Literature",NA,NA,NA,1946-10-20,NA,"female","Murzzuschlag","Austria","AT",NA,NA,NA,NA,1,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""","Austria","Murzzuschlag",NA,NA,NA,NA
"387",783,"Wangari","Maathai",2004,"Peace",NA,NA,NA,1940-04-01,2011-09-25,"female","Nyeri","Kenya","KE","Nairobi","Kenya","KE",NA,1,"""for her contribution to sustainable development democracy and peace""","Kenya","Nyeri","Kenya","Nairobi",NA,NA
"388",791,"Roy J.","Glauber",2005,"Physics","Harvard University","Cambridge MA","USA",1925-09-01,2018-12-26,"male","New York NY","USA","US","Newton MA","USA","US",NA,2,"""for his contribution to the quantum theory of optical coherence""","USA","New York NY","USA","Newton MA","Cambridge MA","USA"
"389",792,"John L.","Hall",2005,"Physics","University of Colorado JILA","Boulder CO","USA",1934-08-21,NA,"male","Denver CO","USA","US",NA,NA,NA,NA,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""","USA","Denver CO",NA,NA,"Boulder CO","USA"
"390",793,"Theodor W.","Hansch",2005,"Physics","Max-Planck-Institut fur Quantenoptik","Garching","Germany",1941-10-30,NA,"male","Heidelberg","Germany","DE",NA,NA,NA,NA,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""","Germany","Heidelberg",NA,NA,"Garching","Germany"
"391",797,"International Atomic Energy Agency",NA,2005,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",NA,NA,NA,NA,NA,NA
"392",798,"Mohamed","ElBaradei",2005,"Peace",NA,NA,NA,1942-06-17,NA,"male","Cairo","Egypt","EG",NA,NA,NA,NA,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""","Egypt","Cairo",NA,NA,NA,NA
"393",801,"Harold","Pinter",2005,"Literature",NA,NA,NA,1930-10-10,2008-12-24,"male","London","United Kingdom","GB","London","United Kingdom","GB",NA,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""","United Kingdom","London","United Kingdom","London",NA,NA
"394",804,"John C.","Mather",2006,"Physics","NASA Goddard Space Flight Center","Greenbelt MD","USA",1946-08-07,NA,"male","Roanoke VA","USA","US",NA,NA,NA,NA,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""","USA","Roanoke VA",NA,NA,"Greenbelt MD","USA"
"395",805,"George F.","Smoot",2006,"Physics","University of California","Berkeley CA","USA",1945-02-20,NA,"male","Yukon FL","USA","US",NA,NA,NA,NA,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""","USA","Yukon FL",NA,NA,"Berkeley CA","USA"
"396",808,"Orhan","Pamuk",2006,"Literature",NA,NA,NA,1952-06-07,NA,"male","Istanbul","Turkey","TR",NA,NA,NA,NA,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""","Turkey","Istanbul",NA,NA,NA,NA
"397",809,"Muhammad","Yunus",2006,"Peace",NA,NA,NA,1940-06-28,NA,"male","Chittagong","Bangladesh","BD",NA,NA,NA,NA,2,"""for their efforts to create economic and social development from below""","British India (now Bangladesh)","Chittagong",NA,NA,NA,NA
"398",810,"Grameen Bank",NA,2006,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,2,"""for their efforts to create economic and social development from below""",NA,NA,NA,NA,NA,NA
"399",814,"Albert","Fert",2007,"Physics","Universit&eacute; Paris-Sud","Orsay","France",1938-03-07,NA,"male","Carcassonne","France","FR",NA,NA,NA,NA,2,"""for the discovery of Giant Magnetoresistance""","France","Carcassonne",NA,NA,"Orsay","France"
"400",815,"Peter","Grunberg",2007,"Physics","Forschungszentrum J&uuml;lich","Julich","Germany",1939-05-18,2018-04-09,"male","Plzen","Czech Republic","CZ","Julich","Germany","DE",NA,2,"""for the discovery of Giant Magnetoresistance""","Czechoslovakia (now Czech Republic)","Plzen","Germany","Julich","Julich","Germany"
"401",817,"Doris","Lessing",2007,"Literature",NA,NA,NA,1919-10-22,2013-11-17,"female","Kermanshah","Iran","IR","London","United Kingdom","GB",NA,1,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""","Persia (now Iran)","Kermanshah","United Kingdom","London",NA,NA
"402",818,"Intergovernmental Panel on Climate Change",NA,2007,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",NA,NA,NA,NA,NA,NA
"403",819,"Al","Gore",2007,"Peace",NA,NA,NA,1948-03-31,NA,"male","Washington DC","USA","US",NA,NA,NA,NA,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""","USA","Washington DC",NA,NA,NA,NA
"404",826,"Yoichiro","Nambu",2008,"Physics","Enrico Fermi Institute University of Chicago","Chicago IL","USA",1921-01-18,2015-07-05,"male","Tokyo","Japan","JP","Osaka","Japan","JP",NA,2,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""","Japan","Tokyo","Japan","Osaka","Chicago IL","USA"
"405",827,"Makoto","Kobayashi",2008,"Physics","High Energy Accelerator Research Organization (KEK)","Tsukuba","Japan",1944-04-07,NA,"male","Nagoya","Japan","JP",NA,NA,NA,NA,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""","Japan","Nagoya",NA,NA,"Tsukuba","Japan"
"406",828,"Toshihide","Maskawa",2008,"Physics","Kyoto Sangyo University","Kyoto","Japan",1940-02-07,NA,"male","Nagoya","Japan","JP",NA,NA,NA,NA,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""","Japan","Nagoya",NA,NA,"Kyoto","Japan"
"407",832,"Jean-Marie Gustave","Le Clezio",2008,"Literature",NA,NA,NA,1940-04-13,NA,"male","Nice","France","FR",NA,NA,NA,NA,1,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""","France","Nice",NA,NA,NA,NA
"408",833,"Martti","Ahtisaari",2008,"Peace",NA,NA,NA,1937-06-23,NA,"male","Vyborg","Finland","FI",NA,NA,NA,NA,1,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""","Finland","Viipuri (now Vyborg)",NA,NA,NA,NA
"409",838,"Charles K.","Kao",2009,"Physics","Standard Telecommunication Laboratories","Harlow","United Kingdom",1933-11-04,2018-09-23,"male","Shanghai","China","CN","Hong Kong",NA,NA,NA,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""","China","Shanghai",NA,"Hong Kong","Harlow","United Kingdom"
"410",839,"Willard S.","Boyle",2009,"Physics","Bell Laboratories","Murray Hill NJ","USA",1924-08-19,2011-05-07,"male","Amherst NS","Canada","CA","Truro NS","Canada","CA",NA,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""","Canada","Amherst NS","Canada","Truro NS","Murray Hill NJ","USA"
"411",840,"George E.","Smith",2009,"Physics","Bell Laboratories","Murray Hill NJ","USA",1930-05-10,NA,"male","White Plains NY","USA","US",NA,NA,NA,NA,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""","USA","White Plains NY",NA,NA,"Murray Hill NJ","USA"
"412",844,"Herta","Muller",2009,"Literature",NA,NA,NA,1953-08-17,NA,"female","Nitzkydorf Banat","Romania","RO",NA,NA,NA,NA,1,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""","Romania","Nitzkydorf Banat",NA,NA,NA,NA
"413",845,"Barack","Obama",2009,"Peace",NA,NA,NA,1961-08-04,NA,"male","Honolulu HI","USA","US",NA,NA,NA,NA,1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""","USA","Honolulu HI",NA,NA,NA,NA
"414",849,"Andre","Geim",2010,"Physics","University of Manchester","Manchester","United Kingdom",1958-10-21,NA,"male","Sochi","Russia","RU",NA,NA,NA,NA,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""","Russia","Sochi",NA,NA,"Manchester","United Kingdom"
"415",850,"Konstantin","Novoselov",2010,"Physics","University of Manchester","Manchester","United Kingdom",1974-08-23,NA,"male","Nizhny Tagil","Russia","RU",NA,NA,NA,NA,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""","Russia","Nizhny Tagil",NA,NA,"Manchester","United Kingdom"
"416",854,"Mario","Vargas Llosa",2010,"Literature",NA,NA,NA,1936-03-28,NA,"male","Arequipa","Peru","PE",NA,NA,NA,NA,1,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""","Peru","Arequipa",NA,NA,NA,NA
"417",855,"Liu","Xiaobo",2010,"Peace",NA,NA,NA,1955-12-28,2017-07-13,"male","Changchun","China","CN","Shenyang","China","CN",NA,1,"""for his long and non-violent struggle for fundamental human rights in China""","China","Changchun","China","Shenyang",NA,NA
"418",864,"Saul","Perlmutter",2011,"Physics","Lawrence Berkeley National Laboratory","Berkeley CA","USA",NA,NA,"male","Champaign-Urbana IL","USA","US",NA,NA,NA,NA,2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""","USA","Champaign-Urbana IL",NA,NA,"Berkeley CA","USA"
"419",865,"Brian P.","Schmidt",2011,"Physics","Australian National University","Weston Creek","Australia",1967-02-24,NA,"male","Missoula MT","USA","US",NA,NA,NA,NA,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""","USA","Missoula MT",NA,NA,"Weston Creek","Australia"
"420",866,"Adam G.","Riess",2011,"Physics","Johns Hopkins University","Baltimore MD","USA",1969-12-16,NA,"male","Washington DC","USA","US",NA,NA,NA,NA,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""","USA","Washington DC",NA,NA,"Baltimore MD","USA"
"421",868,"Tomas","Transtromer",2011,"Literature",NA,NA,NA,1931-04-15,2015-03-26,"male","Stockholm","Sweden","SE","Stockholm","Sweden","SE",NA,1,"""because through his condensed translucent images he gives us fresh access to reality""","Sweden","Stockholm","Sweden","Stockholm",NA,NA
"422",869,"Ellen","Johnson Sirleaf",2011,"Peace",NA,NA,NA,1938-10-29,NA,"female","Monrovia","Liberia","LR",NA,NA,NA,NA,3,"""for their non-violent struggle for the safety of women and for women<U+0092>s rights to full participation in peace-building work""","Liberia","Monrovia",NA,NA,NA,NA
"423",870,"Leymah","Gbowee",2011,"Peace",NA,NA,NA,1972-02-01,NA,"female","Monrovia","Liberia","LR",NA,NA,NA,NA,3,"""for their non-violent struggle for the safety of women and for women<U+0092>s rights to full participation in peace-building work""","Liberia","Monrovia",NA,NA,NA,NA
"424",871,"Tawakkol","Karman",2011,"Peace",NA,NA,NA,1979-02-07,NA,"female","Ta'izz","Yemen","YE",NA,NA,NA,NA,3,"""for their non-violent struggle for the safety of women and for women<U+0092>s rights to full participation in peace-building work""","Yemen","Ta'izz",NA,NA,NA,NA
"425",876,"Serge","Haroche",2012,"Physics","College de France","Paris","France",1944-09-11,NA,"male","Casablanca","Morocco","MA",NA,NA,NA,NA,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""","Morocco","Casablanca",NA,NA,"Paris","France"
"426",877,"David J.","Wineland",2012,"Physics","National Institute of Standards and Technology","Boulder CO","USA",1944-02-24,NA,"male","Milwaukee WI","USA","US",NA,NA,NA,NA,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""","USA","Milwaukee WI",NA,NA,"Boulder CO","USA"
"427",880,"Mo","Yan",2012,"Literature",NA,NA,NA,1955-02-02,NA,"male","Gaomi","China","CN",NA,NA,NA,NA,1,"""who with hallucinatory realism merges folk tales history and the contemporary""","China","Gaomi",NA,NA,NA,NA
"428",881,"European Union (EU)",NA,2012,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,1,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",NA,NA,NA,NA,NA,NA
"429",887,"Francois","Englert",2013,"Physics","Universite Libre de Bruxelles","Brussels","Belgium",1932-11-06,NA,"male","Etterbeek","Belgium","BE",NA,NA,NA,NA,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""","Belgium","Etterbeek",NA,NA,"Brussels","Belgium"
"430",888,"Peter","Higgs",2013,"Physics","University of Edinburgh","Edinburgh","United Kingdom",1929-05-29,NA,"male","Newcastle upon Tyne","United Kingdom","GB",NA,NA,NA,NA,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""","United Kingdom","Newcastle upon Tyne",NA,NA,"Edinburgh","United Kingdom"
"431",892,"Alice","Munro",2013,"Literature",NA,NA,NA,1931-07-10,NA,"female","Wingham","Canada","CA",NA,NA,NA,NA,1,"""master of the contemporary short story""","Canada","Wingham",NA,NA,NA,NA
"432",893,"Organisation for the Prohibition of Chemical Weapons",NA,2013,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,1,"""for its extensive efforts to eliminate chemical weapons""",NA,NA,NA,NA,NA,NA
"433",906,"Isamu","Akasaki",2014,"Physics","Meijo University","Nagoya","Japan",1929-01-30,NA,"male","Chiran","Japan","JP",NA,NA,NA,NA,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""","Japan","Chiran",NA,NA,"Nagoya","Japan"
"434",907,"Hiroshi","Amano",2014,"Physics","Nagoya University","Nagoya","Japan",1960-09-11,NA,"male","Hamamatsu","Japan","JP",NA,NA,NA,NA,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""","Japan","Hamamatsu",NA,NA,"Nagoya","Japan"
"435",908,"Shuji","Nakamura",2014,"Physics","University of California","Santa Barbara CA","USA",1954-05-22,NA,"male","Ikata","Japan","JP",NA,NA,NA,NA,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""","Japan","Ikata",NA,NA,"Santa Barbara CA","USA"
"436",912,"Patrick","Modiano",2014,"Literature",NA,NA,NA,1945-07-30,NA,"male","Paris","France","FR",NA,NA,NA,NA,1,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""","France","Paris",NA,NA,NA,NA
"437",913,"Kailash","Satyarthi",2014,"Peace",NA,NA,NA,1954-01-11,NA,"male","Vidisha","India","IN",NA,NA,NA,NA,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""","India","Vidisha",NA,NA,NA,NA
"438",914,"Malala","Yousafzai",2014,"Peace",NA,NA,NA,1997-07-12,NA,"female","Mingora","Pakistan","PK",NA,NA,NA,NA,2,"""for their struggle against the suppression of children and young people and for the right of all children to education""","Pakistan","Mingora",NA,NA,NA,NA
"439",919,"Takaaki","Kajita",2015,"Physics","University of Tokyo","Kashiwa","Japan",1959-03-09,NA,"male","Higashimatsuyama","Japan","JP",NA,NA,NA,NA,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""","Japan","Higashimatsuyama",NA,NA,"Kashiwa","Japan"
"440",920,"Arthur B.","McDonald",2015,"Physics","Queen's University","Kingston","Canada",1943-08-29,NA,"male","Sydney","Canada","CA",NA,NA,NA,NA,2,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""","Canada","Sydney",NA,NA,"Kingston","Canada"
"441",924,"Svetlana","Alexievich",2015,"Literature",NA,NA,NA,1948-05-31,NA,"female","Ivano-Frankivsk","Ukraine","UA",NA,NA,NA,NA,1,"""for her polyphonic writings a monument to suffering and courage in our time""","Ukraine","Ivano-Frankivsk",NA,NA,NA,NA
"442",925,"National Dialogue Quartet",NA,2015,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,1,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",NA,NA,NA,NA,NA,NA
"443",928,"David J.","Thouless",2016,"Physics","University of Washington","Seattle WA","USA",1934-09-21,2019-04-06,"male","Bearsden","United Kingdom","GB","Cambridge","United Kingdom","GB",NA,2,"""for theoretical discoveries of topological phase transitions and topological phases of matter""","United Kingdom","Bearsden","United Kingdom","Cambridge","Seattle WA","USA"
"444",929,"F. Duncan M.","Haldane",2016,"Physics","Princeton University","Princeton NJ","USA",1951-09-14,NA,"male","London","United Kingdom","GB",NA,NA,NA,NA,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""","United Kingdom","London",NA,NA,"Princeton NJ","USA"
"445",930,"J. Michael","Kosterlitz",2016,"Physics","Brown University","Providence RI","USA",1943-06-22,NA,"male","Aberdeen","United Kingdom","GB",NA,NA,NA,NA,4,"""for theoretical discoveries of topological phase transitions and topological phases of matter""","United Kingdom","Aberdeen",NA,NA,"Providence RI","USA"
"446",934,"Juan Manuel","Santos",2016,"Peace",NA,NA,NA,1951-08-10,NA,"male","Bogota","Colombia","CO",NA,NA,NA,NA,1,"""for his resolute efforts to bring the country<U+0092>'s more than 50-year-long civil war to an end""","Colombia","Bogota",NA,NA,NA,NA
"447",937,"Bob","Dylan",2016,"Literature",NA,NA,NA,1941-05-24,NA,"male","Duluth MN","USA","US",NA,NA,NA,NA,1,"""for having created new poetic expressions within the great American song tradition""","USA","Duluth MN",NA,NA,NA,NA
"448",941,"Rainer","Weiss",2017,"Physics","LIGO/VIRGO Collaboration",NA,NA,1932-09-29,NA,"male","Berlin","Germany","DE",NA,NA,NA,NA,2,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""","Germany","Berlin",NA,NA,NA,NA
"449",942,"Barry C.","Barish",2017,"Physics","LIGO/VIRGO Collaboration",NA,NA,1936-01-27,NA,"male","Omaha NE","USA","US",NA,NA,NA,NA,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""","USA","Omaha NE",NA,NA,NA,NA
"450",943,"Kip S.","Thorne",2017,"Physics","LIGO/VIRGO Collaboration",NA,NA,1940-06-01,NA,"male","Logan UT","USA","US",NA,NA,NA,NA,4,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""","USA","Logan UT",NA,NA,NA,NA
"451",947,"Kazuo","Ishiguro",2017,"Literature",NA,NA,NA,1954-11-08,NA,"male","Nagasaki","Japan","JP",NA,NA,NA,NA,1,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""","Japan","Nagasaki",NA,NA,NA,NA
"452",948,"International Campaign to Abolish Nuclear Weapons (ICAN)",NA,2017,"Peace",NA,NA,NA,NA,NA,"org",NA,NA,NA,NA,NA,NA,NA,1,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",NA,NA,NA,NA,NA,NA
"453",960,"Arthur","Ashkin",2018,"Physics","Bell Laboratories","Holmdel NJ","USA",1922-09-02,NA,"male","New York NY","USA","US",NA,NA,NA,"""for groundbreaking inventions in the field of laser physics""",2,"""for the optical tweezers and their application to biological systems""","USA","New York NY",NA,NA,"Holmdel NJ","USA"
"454",961,"Gerard","Mourou",2018,"Physics","Ecole Polytechnique","Palaiseau","France",1944-06-22,NA,"male","Albertville","France","FR",NA,NA,NA,"""for groundbreaking inventions in the field of laser physics""",4,"""for their method of generating high-intensity ultra-short optical pulses""","France","Albertville",NA,NA,"Palaiseau","France"
"455",962,"Donna","Strickland",2018,"Physics","University of Waterloo","Waterloo","Canada",1959-05-27,NA,"female","Guelph","Canada","CA",NA,NA,NA,"""for groundbreaking inventions in the field of laser physics""",4,"""for their method of generating high-intensity ultra-short optical pulses""","Canada","Guelph",NA,NA,"Waterloo","Canada"
"456",966,"Denis","Mukwege",2018,"Peace",NA,NA,NA,1955-03-01,NA,"male","Bukavu","Democratic Republic of Congo","CD",NA,NA,NA,NA,2,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""","Belgian Congo (now Democratic Republic of the Congo)","Bukavu",NA,NA,NA,NA
"457",967,"Nadia","Murad",2018,"Peace",NA,NA,NA,NA,NA,"female","Kojo","Iraq","IQ",NA,NA,NA,NA,2,"""for their efforts to end the use of sexual violence as a weapon of war and armed conflict""","Iraq","Kojo",NA,NA,NA,NA
